Fecha,Ventas,Precio_Unitario,Promo,dia_semana,mes
2024-07-10,1979429951,15963144.77,0.0,2,7
2024-07-11,1938149595,16017765.25,0.0,3,7
2024-07-12,3088800618,15759186.83,1.0,4,7
2024-07-13,2407364599,15734409.14,1.0,5,7
2024-07-14,0,15718675.41,0.0,6,7
2024-07-15,2779420675,15702941.67,1.0,0,7
2024-07-16,1389898107,15975840.31,0.0,1,7
2024-07-17,853902512,16111368.16,0.0,2,7
2024-07-18,2481457567,15805462.21,0.0,3,7
2024-07-19,2748358353,15704904.88,1.0,4,7
2024-07-20,0,15758274.73,0.0,5,7
2024-07-21,0,15811644.58,0.0,6,7
2024-07-22,2601862368,15865014.44,0.0,0,7
2024-07-23,3366926512,15807166.72,0.0,1,7
2024-07-24,3814933520,15895556.33,0.0,2,7
2024-07-25,2319860381,16222799.87,0.0,3,7
2024-07-26,2740817606,15751825.32,1.0,4,7
2024-07-27,2979724690,15682761.53,1.0,5,7
2024-07-28,0,16018018.97,0.0,6,7
2024-07-29,850370373,16353276.41,0.0,0,7
2024-07-30,4705162141,15789134.7,0.0,1,7
2024-07-31,4597625028,15908737.12,0.0,2,7
2024-08-01,147059297,18382412.08,0.0,3,8
2024-08-02,835296794,16705935.88,0.0,4,8
2024-08-03,36764824,18382412.08,0.0,5,8
2024-08-04,0,17255137.58,0.0,6,8
2024-08-05,548347344,16127863.07,0.0,0,8
2024-08-06,222427185,17109783.43,0.0,1,8
2024-08-07,0,16423309.24,0.0,2,8
2024-08-08,1164525794,15736835.06,1.0,3,8
2024-08-09,2347433986,15754590.51,0.0,4,8
2024-08-10,72794353,18198588.13,0.0,5,8
2024-08-11,0,17021675.17,0.0,6,8
2024-08-12,2345024807,15844762.21,0.0,0,8
2024-08-13,2589370230,15885706.93,0.0,1,8
2024-08-14,2949829577,16119287.3,0.0,2,8
2024-08-15,2481269793,15804266.2,0.0,3,8
2024-08-16,1956807735,15780707.54,1.0,4,8
2024-08-17,1654417071,15756353.06,0.0,5,8
2024-08-18,0,15748629.35,0.0,6,8
2024-08-19,0,15740905.64,0.0,0,8
2024-08-20,3209569113,15733181.93,1.0,1,8
2024-08-21,1183827326,15997666.57,0.0,2,8
2024-08-22,1891194372,16027070.95,0.0,3,8
2024-08-23,220588945,18382412.08,0.0,4,8
2024-08-24,1809936217,16017134.66,0.0,5,8
2024-08-25,0,15919515.56,0.0,6,8
2024-08-26,2689722396,15821896.45,0.0,0,8
2024-08-27,1947072959,15829861.45,0.0,1,8
2024-08-28,1852947121,15837154.88,0.0,2,8
2024-08-29,2136955382,16189055.92,0.0,3,8
2024-08-30,2508299838,15875315.43,0.0,4,8
2024-08-31,3036962210,15900325.71,0.0,5,8
2024-09-01,0,17141368.9,0.0,6,9
2024-09-02,91912060,18382412.08,0.0,0,9
2024-09-03,2234382153,15625050.02,1.0,1,9
2024-09-04,451288213,16117436.18,0.0,2,9
2024-09-05,2856167262,15693226.71,1.0,3,9
2024-09-06,712318459,16189055.88,0.0,4,9
2024-09-07,2914778391,15927750.77,0.0,5,9
2024-09-08,0,16004281.56,0.0,6,9
2024-09-09,1945778293,16080812.34,0.0,0,9
2024-09-10,2541827991,15787751.5,0.0,1,9
2024-09-11,2694317993,15756245.57,1.0,2,9
2024-09-12,1709935898,15980709.33,0.0,3,9
2024-09-13,673899223,16847480.58,0.0,4,9
2024-09-14,110294473,18382412.08,0.0,5,9
2024-09-15,0,17830939.67,0.0,6,9
2024-09-16,345589345,17279467.25,0.0,0,9
2024-09-17,99265024,16544170.69,0.0,1,9
2024-09-18,86397336,17279467.25,0.0,2,9
2024-09-19,339155501,16150261.96,0.0,3,9
2024-09-20,246140500,17581464.26,0.0,4,9
2024-09-21,55147236,18382412.08,0.0,5,9
2024-09-22,0,17397639.91,0.0,6,9
2024-09-23,114890074,16412867.74,0.0,0,9
2024-09-24,1363055835,15849486.45,0.0,1,9
2024-09-25,2264713134,15837154.79,0.0,2,9
2024-09-26,2762332921,16060075.12,0.0,3,9
2024-09-27,3085675613,16071227.15,0.0,4,9
2024-09-28,4537338608,15700133.59,1.0,5,9
2024-09-29,2625947267,15630638.49,1.0,6,9
2024-09-30,3223915293,16119576.47,0.0,0,9
2024-10-01,55147236,18382412.08,0.0,1,10
2024-10-02,2537336141,15662568.77,1.0,2,10
2024-10-03,2981811025,15693742.24,1.0,3,10
2024-10-04,2581453936,15645175.37,1.0,4,10
2024-10-05,36764824,18382412.08,0.0,5,10
2024-10-06,0,17126827.58,0.0,6,10
2024-10-07,888789612,15871243.07,0.0,0,10
2024-10-08,2419960503,15816735.32,0.0,1,10
2024-10-09,1284426491,15857117.17,0.0,2,10
2024-10-10,250184627,16678975.11,0.0,3,10
2024-10-11,333640774,15887655.91,0.0,4,10
2024-10-12,73529648,18382412.08,0.0,5,10
2024-10-13,0,17739027.6,0.0,6,10
2024-10-14,0,17095643.11,0.0,0,10
2024-10-15,164522586,16452258.63,0.0,1,10
2024-10-16,1774821859,15846623.74,0.0,2,10
2024-10-17,680337009,15821790.9,0.0,3,10
2024-10-18,2873922059,15704492.13,1.0,4,10
2024-10-19,2701483185,15706297.59,1.0,5,10
2024-10-20,0,15806018.58,0.0,6,10
2024-10-21,2656258510,15905739.58,0.0,0,10
2024-10-22,2068021342,16031173.19,0.0,1,10
2024-10-23,2113977364,15894566.65,0.0,2,10
2024-10-24,1675556841,16267542.15,0.0,3,10
2024-10-25,2408099907,16161744.34,0.0,4,10
2024-10-26,4500804996,15682247.37,1.0,5,10
2024-10-27,0,15906047.86,0.0,6,10
2024-10-28,2919502552,16129848.35,0.0,0,10
2024-10-29,2804236933,15843146.51,0.0,1,10
2024-10-30,2976675794,15918052.38,0.0,2,10
2024-10-31,2890270565,15968345.67,0.0,3,10
2024-11-01,55147236,18382412.08,0.0,4,11
2024-11-02,974831144,15723082.97,1.0,5,11
2024-11-03,0,16215617.14,0.0,6,11
2024-11-04,0,16708151.31,0.0,0,11
2024-11-05,120404798,17200685.48,0.0,1,11
2024-11-06,2310856935,15720115.21,1.0,2,11
2024-11-07,1234203026,15823115.71,0.0,3,11
2024-11-08,2614166729,15843434.72,0.0,4,11
2024-11-09,2164528998,15684992.74,1.0,5,11
2024-11-10,0,15788739.64,0.0,6,11
2024-11-11,0,15892486.54,0.0,0,11
2024-11-12,831804139,15996233.44,0.0,1,11
2024-11-13,2350562952,15882182.11,0.0,2,11
2024-11-14,3019494971,15808874.19,0.0,3,11
2024-11-15,3057558405,15842271.53,0.0,4,11
2024-11-16,2374464030,15829760.2,0.0,5,11
2024-11-17,2859384165,15625050.08,1.0,6,11
2024-11-18,562501805,17045509.26,0.0,0,11
2024-11-19,2351669846,15997754.05,0.0,1,11
2024-11-20,2416555824,15898393.58,0.0,2,11
2024-11-21,2640821233,15908561.65,0.0,3,11
2024-11-22,2563986698,15827078.38,0.0,4,11
2024-11-23,0,15812328.19,0.0,5,11
2024-11-24,0,15797578.0,0.0,6,11
2024-11-25,2225378720,15782827.8,1.0,0,11
2024-11-26,2937189149,15962984.51,0.0,1,11
2024-11-27,2539925488,15874534.3,0.0,2,11
2024-11-28,1791553810,15996016.16,0.0,3,11
2024-11-29,241912540,16127502.69,0.0,4,11
2024-11-30,277574421,17348401.3,0.0,5,11
2024-12-01,0,16499642.91,0.0,6,12
2024-12-02,1784200836,15650884.52,1.0,0,12
2024-12-03,2720428913,15725022.62,1.0,1,12
2024-12-04,2786957454,15745522.34,1.0,2,12
2024-12-05,1920418455,15741134.88,1.0,3,12
2024-12-06,2184393841,15828940.87,0.0,4,12
2024-12-07,534009069,17226099.0,0.0,5,12
2024-12-08,0,16618676.4,0.0,6,12
2024-12-09,2065451741,16011253.81,0.0,0,12
2024-12-10,2374464036,16152816.57,0.0,1,12
2024-12-11,1890818830,16023888.39,0.0,2,12
2024-12-12,944312391,16005294.77,0.0,3,12
2024-12-13,416729279,16669171.17,0.0,4,12
2024-12-14,735296,16942631.47,0.0,5,12
2024-12-15,0,17216091.78,0.0,6,12
2024-12-16,122426865,17489552.08,0.0,0,12
2024-12-17,191177085,17379734.96,0.0,1,12
2024-12-18,185662360,16878396.4,0.0,2,12
2024-12-19,46875150,15625050.0,1.0,3,12
2024-12-20,36764824,18382412.08,0.0,4,12
2024-12-21,1549637312,15652902.14,1.0,5,12
2024-12-22,2156256905,15625050.04,1.0,6,12
2024-12-23,3799100957,15962609.06,0.0,0,12
2024-12-24,311765710,18339159.39,0.0,1,12
2024-12-25,0,17082292.2,0.0,2,12
2024-12-26,4320341029,15825425.01,0.0,3,12
2024-12-27,673903167,16436662.62,0.0,4,12
2024-12-28,138787210,17348401.3,0.0,5,12
2024-12-29,0,17364068.13,0.0,6,12
2024-12-30,191177085,17379734.96,0.0,0,12
2024-12-31,0,17713960.67,0.0,1,12
2025-01-01,0,18048186.38,0.0,2,1
2025-01-02,18382412,18382412.08,0.0,3,1
2025-01-03,140625450,15625050.0,1.0,4,1
2025-01-04,0,15668133.78,0.0,5,1
2025-01-05,0,15711217.57,0.0,6,1
2025-01-06,0,15754301.35,0.0,0,1
2025-01-07,252758162,15797385.13,1.0,1,1
2025-01-08,0,17089898.61,0.0,2,1
2025-01-09,18382412,18382412.08,0.0,3,1
2025-01-10,2781634457,15627159.87,1.0,4,1
2025-01-11,1984569129,15626528.58,1.0,5,1
2025-01-12,0,15671745.32,0.0,6,1
2025-01-13,1414526586,15716962.07,1.0,0,1
2025-01-14,2413610679,15879017.62,0.0,1,1
2025-01-15,2392838551,15846612.92,0.0,2,1
2025-01-16,535115957,16215635.06,0.0,3,1
2025-01-17,2693023342,15657112.45,1.0,4,1
2025-01-18,1320964065,15725762.68,1.0,5,1
2025-01-19,1828130865,15625050.13,1.0,6,1
2025-01-20,2143756886,15879680.64,0.0,0,1
2025-01-21,1237699637,16285521.54,0.0,1,1
2025-01-22,1174636128,16314390.67,0.0,2,1
2025-01-23,2330968784,15856930.5,0.0,3,1
2025-01-24,2864167534,15824130.02,0.0,4,1
2025-01-25,3292117978,15676752.27,1.0,5,1
2025-01-26,328126053,15625050.13,1.0,6,1
2025-01-27,1193206302,16345291.81,0.0,0,1
2025-01-28,3461971475,15880603.1,0.0,1,1
2025-01-29,2176477564,15886697.55,0.0,2,1
2025-01-30,2325375103,15927226.73,0.0,3,1
2025-01-31,3870784482,16195750.97,0.0,4,1
2025-02-01,1894139507,15654045.51,1.0,5,2
2025-02-02,0,15670529.36,0.0,6,2
2025-02-03,1396144176,15687013.21,1.0,0,2
2025-02-04,366373314,16653332.44,0.0,1,2
2025-02-05,1024635639,16009931.86,0.0,2,2
2025-02-06,2408095949,15842736.51,0.0,3,2
2025-02-07,390626255,17755738.88,0.0,4,2
2025-02-08,2436420655,15718842.94,1.0,5,2
2025-02-09,0,15745111.84,0.0,6,2
2025-02-10,3012333724,15771380.75,0.0,0,2
2025-02-11,1968204831,15745638.65,1.0,1,2
2025-02-12,2641924176,15819905.24,0.0,2,2
2025-02-13,1887873700,15998929.66,0.0,3,2
2025-02-14,2652582036,15789178.78,0.0,4,2
2025-02-15,1795605832,15750928.35,1.0,5,2
2025-02-16,0,15968033.77,0.0,6,2
2025-02-17,1035848908,16185139.19,0.0,0,2
2025-02-18,2654420270,15706628.82,0.0,1,2
2025-02-19,2604056420,15878392.8,0.0,2,2
2025-02-20,2784599326,15821587.08,0.0,3,2
2025-02-21,2264353384,15834639.05,0.0,4,2
2025-02-22,2907553970,15716507.95,1.0,5,2
2025-02-23,0,15708127.09,0.0,6,2
2025-02-24,3516743158,15699746.24,1.0,0,2
2025-02-25,3764717960,15952194.75,0.0,1,2
2025-02-26,3770459925,16044510.32,0.0,2,2
2025-02-27,2967480644,16040435.91,0.0,3,2
2025-02-28,3694129491,16202322.33,0.0,4,2
2025-03-01,1422442872,15631240.36,1.0,5,3
2025-03-02,0,15646167.18,0.0,6,3
2025-03-03,2396147382,15661094.0,1.0,0,3
2025-03-04,1232728483,15804211.32,0.0,1,3
2025-03-05,2515816877,15723855.48,1.0,2,3
2025-03-06,1894495308,15787460.9,1.0,3,3
2025-03-07,2805719363,15941587.29,0.0,4,3
2025-03-08,431067560,16579521.54,0.0,5,3
2025-03-09,0,16210909.14,0.0,6,3
2025-03-10,2613978961,15842296.73,0.0,0,3
2025-03-11,2267470499,15856437.06,0.0,1,3
2025-03-12,3052595149,15816555.17,0.0,2,3
2025-03-13,382354169,17379734.96,0.0,3,3
2025-03-14,240809597,17200685.48,0.0,4,3
2025-03-15,2318941252,15775110.56,1.0,5,3
2025-03-16,0,15845910.55,0.0,6,3
2025-03-17,2116922502,15916710.54,0.0,0,3
2025-03-18,1944315605,15807443.94,0.0,1,3
2025-03-19,1727946714,15852722.15,0.0,2,3
2025-03-20,444123019,16449000.7,0.0,3,3
2025-03-21,143382812,15931423.56,0.0,4,3
2025-03-22,99265024,16544170.69,0.0,5,3
2025-03-23,0,16254976.98,0.0,6,3
2025-03-24,0,15965783.27,0.0,0,3
2025-03-25,1677395082,15676589.55,1.0,1,3
2025-03-26,704046373,16001053.92,0.0,2,3
2025-03-27,2773905939,15671784.97,1.0,3,3
2025-03-28,679625408,17426292.53,0.0,4,3
2025-03-29,2816557094,15823354.46,0.0,5,3
2025-03-30,2609383361,15625050.07,1.0,6,3
2025-03-31,4384389056,16119077.41,0.0,0,3
2025-04-01,2324287940,15704648.25,1.0,1,4
2025-04-02,1658465149,15946780.28,0.0,2,4
2025-04-03,3224462814,15652732.11,1.0,3,4
2025-04-04,1881627623,15811996.83,0.0,4,4
2025-04-05,1077057093,15839074.9,0.0,5,4
2025-04-06,0,16809585.83,0.0,6,4
2025-04-07,320041742,17780096.75,0.0,0,4
2025-04-08,3188800923,15786143.18,0.0,1,4
2025-04-09,337501085,17763215.02,0.0,2,4
2025-04-10,2239165529,15880606.59,0.0,3,4
2025-04-11,2231624800,15940177.14,0.0,4,4
2025-04-12,2583104409,15847266.31,0.0,5,4
2025-04-13,0,16474737.28,0.0,6,4
2025-04-14,478861831,17102208.26,0.0,0,4
2025-04-15,1120779596,16243182.55,0.0,1,4
2025-04-16,621513295,16355613.01,0.0,2,4
2025-04-17,0,16454599.26,0.0,3,4
2025-04-18,0,16553585.51,0.0,4,4
2025-04-19,0,16652571.76,0.0,5,4
2025-04-20,0,16751558.01,0.0,6,4
2025-04-21,151654898,16850544.26,0.0,0,4
2025-04-22,117647436,16806776.61,0.0,1,4
2025-04-23,2687508618,15625050.1,1.0,2,4
2025-04-24,1887326178,15994289.64,0.0,3,4
2025-04-25,2543394453,15797481.07,0.0,4,4
2025-04-26,3956270577,15637433.11,1.0,5,4
2025-04-27,3031823029,15627953.76,1.0,6,4
2025-04-28,3597621821,15989430.31,0.0,0,4
2025-04-29,3378687304,15937204.26,0.0,1,4
2025-04-30,3111223214,16037233.06,0.0,2,4
2025-05-01,0,15946031.62,0.0,3,5
2025-05-02,190257962,15854830.17,0.0,4,5
2025-05-03,2578133265,15625050.09,1.0,5,5
2025-05-04,0,15713392.73,0.0,6,5
2025-05-05,1627578742,15801735.36,0.0,0,5
2025-05-06,2269308744,15759088.5,0.0,1,5
2025-05-07,3515092695,15762747.51,0.0,2,5
2025-05-08,2323912404,16026982.1,0.0,3,5
2025-05-09,162684347,18076038.52,0.0,4,5
2025-05-10,1841917666,15742886.03,1.0,5,5
2025-05-11,0,15749935.26,0.0,6,5
2025-05-12,2064164967,15756984.48,1.0,0,5
2025-05-13,708641980,16872428.09,0.0,1,5
2025-05-14,444854369,17109783.43,0.0,2,5
2025-05-15,268047151,16752946.95,0.0,3,5
2025-05-16,18382412,18382412.08,0.0,4,5
2025-05-17,68014924,17003731.04,0.0,5,5
2025-05-18,0,16905253.82,0.0,6,5
2025-05-19,117647436,16806776.61,0.0,0,5
2025-05-20,1677395082,15676589.55,1.0,1,5
2025-05-21,635296155,16289645.01,0.0,2,5
2025-05-22,2123356337,15728565.46,1.0,3,5
2025-05-23,947069755,16052029.74,0.0,4,5
2025-05-24,4260141073,16015567.94,1.0,5,5
2025-05-25,0,16155256.19,0.0,6,5
2025-05-26,1564314666,16294944.44,0.0,0,5
2025-05-27,1823276298,16279252.66,0.0,1,5
2025-05-28,2045832452,16108916.94,1.0,2,5
2025-05-29,4223375259,16243751.0,0.0,3,5
2025-05-30,3278031215,16390156.08,0.0,4,5
2025-05-31,3854938226,16197219.44,0.0,5,5
2025-06-01,0,16168801.2,0.0,6,6
2025-06-02,0,16140382.96,0.0,0,6
2025-06-03,386687153,16111964.71,1.0,1,6
2025-06-04,946047944,16034710.92,1.0,2,6
2025-06-05,3453887669,16064593.81,1.0,3,6
2025-06-06,3249939954,16168855.49,1.0,4,6
2025-06-07,1339461235,16536558.45,0.0,5,6
2025-06-08,0,16378192.21,0.0,6,6
2025-06-09,4590210747,16219825.96,0.0,0,6
2025-06-10,2126939502,16361073.09,0.0,1,6
2025-06-11,2150855735,15932264.7,0.0,2,6
2025-06-12,1441392308,16195419.19,0.0,3,6
2025-06-13,342734928,18038680.44,0.0,4,6
2025-06-14,2386887608,16127618.97,1.0,5,6
2025-06-15,0,16148199.57,0.0,6,6
2025-06-16,3249924814,16168780.17,1.0,0,6
2025-06-17,1395506741,16417726.37,0.0,1,6
2025-06-18,2741354161,16221030.54,0.0,2,6
2025-06-19,3064581160,16214715.13,0.0,3,6
2025-06-20,785648280,17079310.44,0.0,4,6
2025-06-21,1348352728,16245213.59,0.0,5,6
2025-06-22,2674404922,16014400.73,1.0,6,6
2025-06-23,0,16184281.69,0.0,0,6
2025-06-24,2780207651,16354162.65,0.0,1,6
2025-06-25,2587276863,16375170.02,0.0,2,6
2025-06-26,2886898749,16218532.3,0.0,3,6
2025-06-27,3431364499,16262390.99,0.0,4,6
2025-06-28,3178836684,16556441.06,0.0,5,6
2025-06-29,3843368424,16014035.1,1.0,6,6
2025-06-30,0,17426576.22,0.0,0,6
2025-07-01,37678235,18839117.35,0.0,1,7
2025-07-02,1481696568,16105397.47,1.0,2,7
2025-07-03,1149294618,16418494.54,0.0,3,7
2025-07-04,619806956,16310709.37,0.0,4,7
2025-07-05,2215480183,16054204.23,1.0,5,7
2025-07-06,0,16156804.92,0.0,6,7
2025-07-07,2699061333,16259405.62,0.0,0,7
2025-07-08,3959228873,16360449.89,0.0,1,7
2025-07-09,3170623427,16259607.32,0.0,2,7
2025-07-10,1904238979,16415853.27,0.0,3,7
2025-07-11,5043612303,16165424.05,1.0,4,7
2025-07-12,988492326,16474872.1,0.0,5,7
2025-07-13,0,16369998.83,0.0,6,7
2025-07-14,3334350738,16265125.55,0.0,0,7
2025-07-15,1683655752,16506428.94,0.0,1,7
2025-07-16,166726188,18525132.05,0.0,2,7
2025-07-17,2835287138,16109586.01,1.0,3,7
2025-07-18,1874872790,16303241.66,0.0,4,7
2025-07-19,2824748770,16141421.54,1.0,5,7
2025-07-20,0,16202516.56,0.0,6,7
2025-07-21,2472068960,16263611.58,0.0,0,7
2025-07-22,1523334864,16379944.77,0.0,1,7
2025-07-23,321206950,17844830.58,0.0,2,7
2025-07-24,4208293537,16123730.03,1.0,3,7
2025-07-25,312917738,17384318.76,0.0,4,7
2025-07-26,2373171284,16034941.11,1.0,5,7
2025-07-27,2802318682,16013249.61,1.0,6,7
2025-07-28,1329103567,16613794.59,0.0,0,7
2025-07-29,2919256363,16128488.2,1.0,1,7
2025-07-30,3591530263,16251268.16,0.0,2,7
2025-07-31,5372460637,16230998.9,0.0,3,7
2025-08-01,595316103,16089624.42,1.0,4,8
2025-08-02,706824688,16064197.47,1.0,5,8
2025-08-03,0,16062376.77,0.0,6,8
2025-08-04,2746355087,16060556.07,1.0,0,8
2025-08-05,4266118089,16098558.83,1.0,1,8
2025-08-06,3389903179,16297611.44,0.0,2,8
2025-08-07,0,16492463.44,0.0,3,8
2025-08-08,2019165168,16687315.44,0.0,4,8
2025-08-09,2294796713,16275153.99,0.0,5,8
2025-08-10,0,16290226.33,0.0,6,8
2025-08-11,2934953761,16305298.67,0.0,0,8
2025-08-12,1983860930,16395544.87,0.0,1,8
2025-08-13,294078620,18379913.77,0.0,2,8
2025-08-14,2434202334,16228015.56,0.0,3,8
2025-08-15,1840954922,16291636.48,0.0,4,8
2025-08-16,2090200053,16078461.94,1.0,5,8
2025-08-17,0,16106509.68,0.0,6,8
2025-08-18,0,16134557.42,0.0,0,8
2025-08-19,4751805915,16162605.15,1.0,1,8
2025-08-20,253197737,18085552.63,0.0,2,8
2025-08-21,2859797223,16341698.42,0.0,3,8
2025-08-22,4258582443,16130994.1,1.0,4,8
2025-08-23,4012720546,16115343.56,1.0,5,8
2025-08-24,0,16315504.86,0.0,6,8
2025-08-25,1585503951,16515666.16,0.0,0,8
2025-08-26,3561516120,16262630.68,0.0,1,8
2025-08-27,2204745732,16453326.36,0.0,2,8
2025-08-28,2268889084,16561234.19,0.0,3,8
2025-08-29,3360906203,16394664.41,0.0,4,8
2025-08-30,5264218370,16197594.98,0.0,5,8
2025-08-31,0,17518356.17,0.0,6,8
2025-09-01,56517352,18839117.35,0.0,0,9
2025-09-02,147887071,18485883.88,0.0,1,9
2025-09-03,7877215456,16043208.67,1.0,2,9
2025-09-04,2316081069,16196371.11,0.0,3,9
2025-09-05,3027642218,16277646.34,0.0,4,9
2025-09-06,320264995,18839117.35,0.0,5,9
2025-09-07,0,17539086.21,0.0,6,9
2025-09-08,3020464244,16239055.08,0.0,0,9
2025-09-09,1035963057,16709081.56,0.0,1,9
2025-09-10,3803998390,16187227.19,0.0,2,9
2025-09-11,1868286792,16533511.44,0.0,3,9
2025-09-12,2911777801,16266915.09,0.0,4,9
2025-09-13,2695312499,16236822.28,0.0,5,9
2025-09-14,0,16330135.18,0.0,6,9
2025-09-15,2874103414,16423448.08,0.0,0,9
2025-09-16,223243540,18603628.37,0.0,1,9
2025-09-17,5996867909,16207751.1,0.0,2,9
2025-09-18,3197940266,16233199.32,0.0,3,9
2025-09-19,3283715819,16336894.62,0.0,4,9
2025-09-20,2672893949,16199357.26,0.0,5,9
2025-09-21,2882577167,16014317.6,1.0,6,9
2025-09-22,1806200364,16570645.54,0.0,0,9
2025-09-23,1086546088,17246763.31,0.0,1,9
2025-09-24,5276656028,16136562.78,1.0,2,9
2025-09-25,3289890424,16286586.26,0.0,3,9
2025-09-26,3162628339,16135858.87,1.0,4,9
2025-09-27,3206990613,16196922.29,0.0,5,9
2025-09-28,0,16360215.03,0.0,6,9
2025-09-29,1982820933,16523507.78,0.0,0,9
2025-09-30,4998959749,16177863.27,1.0,1,9
2025-10-01,101731233,16955205.52,0.0,2,10
2025-10-02,4322462434,16128591.17,1.0,3,10
2025-10-03,3015012318,16297363.88,0.0,4,10
2025-10-04,2472257350,16158544.77,1.0,5,10
2025-10-05,0,16792364.13,0.0,6,10
2025-10-06,418228404,17426183.48,0.0,0,10
2025-10-07,3502584056,16367215.22,0.0,1,10
2025-10-08,188391174,18839117.35,0.0,2,10
2025-10-09,712195548,16562687.16,0.0,3,10
2025-10-10,334394331,16719716.55,0.0,4,10
2025-10-11,18839117,18839117.35,0.0,5,10
2025-10-12,0,18368139.39,0.0,6,10
2025-10-13,0,17897161.44,0.0,0,10
2025-10-14,34852367,17426183.48,0.0,1,10
2025-10-15,393360770,16390032.07,0.0,2,10
2025-10-16,3916479458,16117199.42,1.0,3,10
2025-10-17,2459642836,16397618.9,0.0,4,10
2025-10-18,371479594,18573979.68,0.0,5,10
2025-10-19,0,17583447.24,0.0,6,10
2025-10-20,1294247354,16592914.79,0.0,0,10
2025-10-21,4731082889,16202338.66,0.0,1,10
2025-10-22,2977334085,16358978.49,0.0,2,10
2025-10-23,3060795218,16109448.52,1.0,3,10
2025-10-24,3495790436,16184214.98,0.0,4,10
2025-10-25,3504268037,16223463.13,0.0,5,10
2025-10-26,0,16519946.36,0.0,6,10
2025-10-27,706290043,16816429.59,0.0,0,10
2025-10-28,5359352060,16094150.33,1.0,1,10
2025-10-29,4413274673,16285146.39,0.0,2,10
2025-10-30,2762756541,16347671.84,0.0,3,10
2025-10-31,7052804163,16363814.76,0.0,4,10
2025-11-01,0,16328578.07,0.0,5,11
2025-11-02,0,16293341.37,0.0,6,11
2025-11-03,0,16258104.67,0.0,0,11
2025-11-04,1151823626,16222867.97,0.0,1,11
2025-11-05,3451895291,16055326.93,1.0,2,11
2025-11-06,3111849228,16292404.34,0.0,3,11
2025-11-07,1510708810,16420747.93,0.0,4,11
2025-11-08,0,16439665.06,0.0,5,11
2025-11-09,0,16458582.19,0.0,6,11
2025-11-10,2306849904,16477499.31,0.0,0,11
2025-11-11,1848117402,16801067.29,0.0,1,11
2025-11-12,2648222400,16347051.85,0.0,2,11
2025-11-13,3724964450,16266220.3,0.0,3,11
2025-11-14,2329456843,16289907.99,0.0,4,11
2025-11-15,2312501636,16171340.11,1.0,5,11
2025-11-16,0,16185925.85,0.0,6,11
2025-11-17,0,16200511.58,0.0,0,11
2025-11-18,3178159072,16215097.31,0.0,1,11
2025-11-19,2344147629,16278802.98,0.0,2,11
2025-11-20,4002370449,16138590.52,1.0,3,11
2025-11-21,327800641,18211146.74,0.0,4,11
2025-11-22,4103351964,16091576.33,1.0,5,11
2025-11-23,0,16195527.06,0.0,6,11
2025-11-24,3390291380,16299477.79,0.0,0,11
2025-11-25,4109666914,16243742.74,0.0,1,11
2025-11-26,3091960525,16273476.45,0.0,2,11
2025-11-27,4272923253,16308867.38,0.0,3,11
2025-11-28,2663485929,16240767.86,0.0,4,11
2025-11-29,3636334098,16528791.36,0.0,5,11
2025-11-30,2978656665,16014283.14,1.0,6,11
2025-12-01,94195587,18839117.35,0.0,0,12
2025-12-02,3095364998,16206099.46,0.0,1,12
2025-12-03,2275784587,16140316.22,1.0,2,12
2025-12-04,3286480272,16110197.41,1.0,3,12
2025-12-05,2675154642,16115389.41,1.0,4,12
2025-12-06,2862603861,16172903.17,0.0,5,12
2025-12-07,0,16350731.11,0.0,6,12
2025-12-08,0,16528559.04,0.0,0,12
2025-12-09,1770877020,16706386.98,0.0,1,12
2025-12-10,2373167442,16480329.46,0.0,2,12
2025-12-11,2147282583,16517558.33,0.0,3,12
2025-12-12,3489581221,16306454.3,0.0,4,12
2025-12-13,131873821,18839117.35,0.0,5,12
2025-12-14,0,17484595.75,0.0,6,12
2025-12-15,5355184620,16130074.16,1.0,0,12
2025-12-16,3330390676,16166945.03,1.0,1,12
2025-12-17,3874464382,16211148.04,0.0,2,12
2025-12-18,3684468042,16375413.52,0.0,3,12
2025-12-19,2791113256,16227402.65,0.0,4,12
2025-12-20,2230551477,16281397.65,0.0,5,12
